Source,Title,Date,Author,Link,Extract
BENZINGA,"Merck, In A Statement, Says It Is Deeply Concerned By Advisory Committee on Immunization Practices Vote To Modify The Longstanding Hepatitis B Birth Dose Recommendation; Says The Decision Disregards Decades Of Safety And Effectiveness Data That Unequivocally Support Hepatitis B Birth Dose",2025-12-05,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49236243/merck-in-a-statement-says-it-is-deeply-concerned-by-advisory-committee-on-immunization-practices-,- Reuters
BENZINGA,Recent Filing Shows That Rep. David Taylor Sold Over $2K Worth of Amgen Stock,2025-12-08,Benzinga Insights,https://www.benzinga.com/insights/government/25/12/49258063/recent-filing-shows-that-rep-david-taylor-sold-over-2k-worth-of-amgen-stock, 
BENZINGA,"Wells Fargo Maintains Equal-Weight on Amgen, Raises Price Target to $325",2025-12-10,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49317347/wells-fargo-maintains-equal-weight-on-amgen-raises-price-target-to-325,Wells Fargo  analyst Mohit Bansal   maintains Amgen (NASDAQ:AMGN) with a Equal-Weight and raises the price target from $300 to $325.
BENZINGA,"Reported Earlier, Amgen Announces FDA Approval Of UPLIZNA For Anti-AChR And Anti-MuSK Ab+ Generalized Myasthenia Gravis With Twice-Yearly Dosing After Loading Doses",2025-12-12,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49354864/reported-earlier-amgen-announces-fda-approval-of-uplizna-for-anti-achr-and-anti-musk-ab-generalized,UPLIZNA Offers gMG Patients Deep and Durable Symptom Control and Twice-Yearly Dosing*First and Only CD19-Targeted B Cell Therapy Approved in anti-AChR and anti-MuSK Ab+ gMG
BENZINGA,FDA Approves Amgen's Drug For Rare Muscle Disorder,2025-12-12,Vandana Singh,https://www.benzinga.com/news/fda/25/12/49366697/fda-approves-amgens-drug-for-rare-muscle-disorder,"Amgen secures FDA approval for Uplinza in generalized myasthenia gravis, giving antibody-positive adults a targeted treatment option supported by Phase 3 data."
BENZINGA,"Morgan Stanley Maintains Equal-Weight on Amgen, Lowers Price Target to $304",2025-12-12,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49367785/morgan-stanley-maintains-equal-weight-on-amgen-lowers-price-target-to-304,Morgan Stanley  analyst Terence Flynn   maintains Amgen (NASDAQ:AMGN) with a Equal-Weight and lowers the price target from $329 to $304.
BENZINGA,"Reported Friday, Johnson & Johnson Wins FDA Approval For AKEEGA In BRCA2-Mutated Metastatic Castration-Sensitive Prostate Cancer, Cutting Radiographic Progression Or Death By 54%",2025-12-15,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49385405/reported-friday-johnson-johnson-wins-fda-approval-for-akeega-in-brca2-mutated-metastatic-castration,Expanded indication for AKEEGA (niraparib and abiraterone acetate dual-action tablet) plus prednisone marks the first FDA-approved precision medicine combination treatment for patients with BRCA2-mutated mCSPC
BENZINGA,Johnson & Johnson Wins FDA Nod For First Precision Combo For Mutated Prostate Cancer,2025-12-15,Vandana Singh,https://www.benzinga.com/news/fda/25/12/49392526/johnson-johnson-wins-fda-nod-for-first-precision-combo-for-mutated-prostate-cancer,FDA approves Johnson &amp; Johnson&#39;s Akeega combo for BRCA2 metastatic prostate cancer after Phase 3 data showed major reductions in progression risk.
BENZINGA,FDA Proactively Awards National Priority Voucher Based On Strong Phase 3 Study Results,2025-12-15,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49395292/fda-proactively-awards-national-priority-voucher-based-on-strong-phase-3-study-results,https://www.fda.gov/news-events/press-announcements/fda-proactively-awards-national-priority-voucher-based-strong-phase-3-study-results
BENZINGA,Bristol Myers Trades At Trough Valuation — Analyst Says Pipeline Upside Is Being Ignored,2025-12-15,Vandana Singh,https://www.benzinga.com/analyst-stock-ratings/upgrades/25/12/49400823/bristol-myers-trades-at-trough-valuation-analyst-says-pipeline-upside-is-being-ignored,"Bank of America upgrades Bristol Myers to Buy, lifting its price target to $61 on pipeline catalysts, valuation support, and improving risk-reward outlook."
BENZINGA,"Johnson & Johnson Gets Target Hike, But BofA Flags Modest Pipeline Impact",2025-12-15,Vandana Singh,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49401381/johnson-johnson-gets-target-hike-but-bofa-flags-modest-pipeline-impact,"BofA raised Johnson &amp; Johnson&#39;s price target to $220, citing steady growth, but sees limited upside from its pipeline through 2026."
BENZINGA,"B of A Securities Maintains Buy on Merck & Co, Raises Price Target to $120",2025-12-15,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49390442/b-of-a-securities-maintains-buy-on-merck-co-raises-price-target-to-120,B of A Securities  analyst Tim Anderson   maintains Merck &amp; Co (NYSE:MRK) with a Buy and raises the price target from $105 to $120.
BENZINGA,Micron Technology To Rally More Than 24%? Here Are 10 Top Analyst Forecasts For Monday,2025-12-15,Avi Kapoor,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49390545/micron-technology-to-rally-more-than-24-here-are-10-top-analyst-forecasts-for-monday, 
BENZINGA,Merck & Co's Options: A Look at What the Big Money is Thinking,2025-12-15,Benzinga Insights,https://www.benzinga.com/insights/options/25/12/49398921/merck-cos-options-a-look-at-what-the-big-money-is-thinking, 
BENZINGA,"The FDA Has Designated Adagene's Muzastotug, In Combination With Merck's Keytruda (Pembrolizumab), As A Fast Track Product For Adult Patients With Microsatellite Stable Metastatic Colorectal Cancer Without Current Or Active Liver Metastases",2025-12-16,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49415826/the-fda-has-designated-adagenes-muzastotug-in-combination-with-mercks-keytruda-pembrolizumab-as-a,"The FDA Has Designated Adagene's Muzastotug, In Combination With Merck's Keytruda (Pembrolizumab), As A Fast Track Product For Adult Patients With Microsatellite Stable Metastatic Colorectal Cancer Without Current Or Active Liver Metastases"
BENZINGA,"Merck's Topline Results From Phase 3 KEYNOTE-b15 Trial Showed Keytruda (Pembrolizumab) Plus Padcev, As Before And After Surgery, Demonstrated Meaningful Improvement In Event-free Survival, Overall Survival, And Pathologic Complete Response Rates Versus Neoadjuvant Chemotherapy And Surgery In Patients With Muscle-invasive Bladder Cancer",2025-12-17,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49443637/mercks-topline-results-from-phase-3-keynote-b15-trial-showed-keytruda-pembrolizumab-plus-padcev-a,"Merck's Topline Results From Phase 3 KEYNOTE-b15 Trial Showed Keytruda (Pembrolizumab) Plus Padcev, As Before And After Surgery, Demonstrated Meaningful Improvement In Event-free Survival, Overall Survival, And Pathologic Complete Response Rates Versus Neoadjuvant Chemotherapy And Surgery In Patients With Muscle-invasive Bladder Cancer"
BENZINGA,"Argenx Halts Phase 3 Thyroid Eye Disease Trial, Peers Like Viridian Therapeutics To Benefit",2025-12-15,Vandana Singh,https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/12/49395287/argenx-halts-phase-3-thyroid-eye-disease-trial-peers-like-viridian-therapeutics-to-benefit,"Argenx discontinues its Phase 3 UplighTED trial in thyroid eye disease after an interim futility review, while analysts maintain confidence in Vyvgart&#39;s broader growth."
BENZINGA,"'U.S. FDA Moving To Fast-Track Reviews Of Two Merck Drugs Under Commissioner National Priority Voucher Pilot Program; Merck's Cholesterol Pill Enlicitide And Cancer Therapy Sac-TMT Tapped For Program; FDA Expects Respective April And October/ November Submission Dates For Enlicitide And Sac-TMT, Internal Documents Say' - Reuters Exclusive",2025-12-17,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49462834/u-s-fda-moving-to-fast-track-reviews-of-two-merck-drugs-under-commissioner-national-priority-vouc,"Merck cholesterol pill enlicitide and cancer therapy sac-TMT tapped for new priority programFDA expects Merck to submit applications in April and autumn of 2026, documents showBoth drugs if approved are expected to"
BENZINGA,"White House Readies Drug Price Deals With AbbVie, Novartis, Roche",2025-12-18,Vandana Singh,https://www.benzinga.com/news/health-care/25/12/49481650/white-house-readies-drug-price-deals-with-abbvie-novartis-roche,AbbVie and other drugmakers may announce U.S. drug pricing deals on Friday as the White House pushes lower prices and Medicare payment reforms.
BENZINGA,"Takeda's Once-Daily Psoriasis Pill Hits Phase 3 Goals, Beats Amgen's Drug",2025-12-18,Vandana Singh,https://www.benzinga.com/news/health-care/25/12/49489898/takedas-once-daily-psoriasis-pill-hits-phase-3-goals-beats-amgens-drug,"Takeda reports positive Phase 3 data for psoriasis drug zasocitinib, beating placebo and Otezla, with rapid PASI responses and FDA filing plans."
BENZINGA,"Senior Administration Official Says President Trump To Announce Deals With Nine Pharmaceutical Companies To Reduce Drug Prices; Deals Are With Amgen, Bristol Myers Squibb, Roche's GenenTech, Gilead, GSK, Merck, Novartis, Sanofi And Boehringer Ingelheim; Each Manufacturer Agrees To Reduce Prices On Majority Of Medications Sold Through Medicaid; Companies Commit To $150B In New Investment In Manufacturing And R&D In U.S.",2025-12-19,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49517850/senior-administration-official-says-president-trump-to-announce-deals-with-nine-pharmaceutical-co,"- Reuters 
"
BENZINGA,"Reported Friday, Johnson & Johnson Wins FDA Approval For AKEEGA In BRCA2-Mutated Metastatic Castration-Sensitive Prostate Cancer, Cutting Radiographic Progression Or Death By 54%",2025-12-15,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49385405/reported-friday-johnson-johnson-wins-fda-approval-for-akeega-in-brca2-mutated-metastatic-castration,Expanded indication for AKEEGA (niraparib and abiraterone acetate dual-action tablet) plus prednisone marks the first FDA-approved precision medicine combination treatment for patients with BRCA2-mutated mCSPC
BENZINGA,"Johnson & Johnson Gets Target Hike, But BofA Flags Modest Pipeline Impact",2025-12-15,Vandana Singh,https://www.benzinga.com/analyst-stock-ratings/price-target/25/12/49401381/johnson-johnson-gets-target-hike-but-bofa-flags-modest-pipeline-impact,"BofA raised Johnson &amp; Johnson&#39;s price target to $220, citing steady growth, but sees limited upside from its pipeline through 2026."
BENZINGA,"B of A Securities Maintains Buy on Merck & Co, Raises Price Target to $120",2025-12-15,Benzinga Newsdesk,https://www.benzinga.com/news/25/12/49390442/b-of-a-securities-maintains-buy-on-merck-co-raises-price-target-to-120,B of A Securities  analyst Tim Anderson   maintains Merck &amp; Co (NYSE:MRK) with a Buy and raises the price target from $105 to $120.
BENZINGA,"The FDA Has Designated Adagene's Muzastotug, In Combination With Merck's Keytruda (Pembrolizumab), As A Fast Track Product For Adult Patients With Microsatellite Stable Metastatic Colorectal Cancer Without Current Or Active Liver Metastases",2025-12-16,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49415826/the-fda-has-designated-adagenes-muzastotug-in-combination-with-mercks-keytruda-pembrolizumab-as-a,"The FDA Has Designated Adagene's Muzastotug, In Combination With Merck's Keytruda (Pembrolizumab), As A Fast Track Product For Adult Patients With Microsatellite Stable Metastatic Colorectal Cancer Without Current Or Active Liver Metastases"
BENZINGA,"Merck's Topline Results From Phase 3 KEYNOTE-b15 Trial Showed Keytruda (Pembrolizumab) Plus Padcev, As Before And After Surgery, Demonstrated Meaningful Improvement In Event-free Survival, Overall Survival, And Pathologic Complete Response Rates Versus Neoadjuvant Chemotherapy And Surgery In Patients With Muscle-invasive Bladder Cancer",2025-12-17,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49443637/mercks-topline-results-from-phase-3-keynote-b15-trial-showed-keytruda-pembrolizumab-plus-padcev-a,"Merck's Topline Results From Phase 3 KEYNOTE-b15 Trial Showed Keytruda (Pembrolizumab) Plus Padcev, As Before And After Surgery, Demonstrated Meaningful Improvement In Event-free Survival, Overall Survival, And Pathologic Complete Response Rates Versus Neoadjuvant Chemotherapy And Surgery In Patients With Muscle-invasive Bladder Cancer"
BENZINGA,"Argenx Halts Phase 3 Thyroid Eye Disease Trial, Peers Like Viridian Therapeutics To Benefit",2025-12-15,Vandana Singh,https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/12/49395287/argenx-halts-phase-3-thyroid-eye-disease-trial-peers-like-viridian-therapeutics-to-benefit,"Argenx discontinues its Phase 3 UplighTED trial in thyroid eye disease after an interim futility review, while analysts maintain confidence in Vyvgart&#39;s broader growth."
BENZINGA,"'U.S. FDA Moving To Fast-Track Reviews Of Two Merck Drugs Under Commissioner National Priority Voucher Pilot Program; Merck's Cholesterol Pill Enlicitide And Cancer Therapy Sac-TMT Tapped For Program; FDA Expects Respective April And October/ November Submission Dates For Enlicitide And Sac-TMT, Internal Documents Say' - Reuters Exclusive",2025-12-17,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49462834/u-s-fda-moving-to-fast-track-reviews-of-two-merck-drugs-under-commissioner-national-priority-vouc,"Merck cholesterol pill enlicitide and cancer therapy sac-TMT tapped for new priority programFDA expects Merck to submit applications in April and autumn of 2026, documents showBoth drugs if approved are expected to"
BENZINGA,"White House Readies Drug Price Deals With AbbVie, Novartis, Roche",2025-12-18,Vandana Singh,https://www.benzinga.com/news/health-care/25/12/49481650/white-house-readies-drug-price-deals-with-abbvie-novartis-roche,AbbVie and other drugmakers may announce U.S. drug pricing deals on Friday as the White House pushes lower prices and Medicare payment reforms.
BENZINGA,"Takeda's Once-Daily Psoriasis Pill Hits Phase 3 Goals, Beats Amgen's Drug",2025-12-18,Vandana Singh,https://www.benzinga.com/news/health-care/25/12/49489898/takedas-once-daily-psoriasis-pill-hits-phase-3-goals-beats-amgens-drug,"Takeda reports positive Phase 3 data for psoriasis drug zasocitinib, beating placebo and Otezla, with rapid PASI responses and FDA filing plans."
BENZINGA,"Senior Administration Official Says President Trump To Announce Deals With Nine Pharmaceutical Companies To Reduce Drug Prices; Deals Are With Amgen, Bristol Myers Squibb, Roche's GenenTech, Gilead, GSK, Merck, Novartis, Sanofi And Boehringer Ingelheim; Each Manufacturer Agrees To Reduce Prices On Majority Of Medications Sold Through Medicaid; Companies Commit To $150B In New Investment In Manufacturing And R&D In U.S.",2025-12-19,Benzinga Newsdesk,https://www.benzinga.com/general/biotech/25/12/49517850/senior-administration-official-says-president-trump-to-announce-deals-with-nine-pharmaceutical-co,"- Reuters 
"
BENZINGA,"5 Biggest Winners, 5 Biggest Losers From Dow Jones Industrial Average In 2023",2024-01-02,Chris Katje,https://www.benzinga.com/news/24/01/36455419/5-biggest-winners-5-biggest-losers-from-dow-jones-industrial-average-in-2023,A look back at the best performing and worst performing Dow Jones Industrial Average stocks in 2023.
BENZINGA,"Dogs Of The Dow: Top 10 Highest Yielding Dow Jones Stocks, How To Get Dividends Of 3% to 7.4% In 2024",2024-01-02,Chris Katje,https://www.benzinga.com/etfs/broad-u-s-equity-etfs/24/01/36456956/dogs-of-the-dow-top-10-highest-yielding-dow-jones-stocks-how-to-get-dividends-of-3-to-,Twenty eight of the 30 Dow Jones Industrial Average components pay out dividends. A look at the top ten highest dividend yields.
BENZINGA,Johnson & Johnson Shareholders' Class Action Lawsuit Gets Nod from Federal Judge,2024-01-02,Vandana Singh,https://www.benzinga.com/general/biotech/24/01/36455727/johnson-johnson-shareholders-class-action-lawsuit-gets-nod-from-federal-judge,"A federal judge&#39;s ruling in Trenton, New Jersey, has paved the way for Johnson &amp; Johnson (NYSE: JNJ) shareholders to collectively proceed with a lawsuit alleging the company concealed information about asbestos "
BENZINGA,Tech Sell-Off Triggers Market Reset: Value Stocks Reach 7-Month High Versus Growth,2024-01-03,Piero Cingari,https://www.benzinga.com/markets/equities/24/01/36471715/tech-sell-off-triggers-market-reset-value-stocks-reach-7-month-high-versus-growth,"U.S. stock market suffered worst start in two decades, tech sell-off led to cautious investor shift to value stocks, notably IUSV &amp; IUSG ETFs + top gainers MRNA, VTRS, TNL, LVS &amp; VAC."
BENZINGA,"Raymond James Maintains Outperform on Johnson & Johnson, Raises Price Target to $175",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36473391/raymond-james-maintains-outperform-on-johnson-johnson-raises-price-target-to-175,Raymond James  analyst Jayson Bedford   maintains Johnson &amp; Johnson (NYSE:JNJ) with a Outperform and raises the price target from $172 to $175.
BENZINGA,10 Health Care Stocks Whale Activity In Today's Session,2024-01-02,Benzinga Insights,https://www.benzinga.com/markets/options/24/01/36456175/10-health-care-stocks-whale-activity-in-todays-session, 
BENZINGA,"CNBC Halftime Report Final Trades: McDonald's, Merck",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36475137/cnbc-halftime-report-final-trades-mcdonalds-merck,"CNBC Halftime Report Final Trades: McDonald's, Merck"
BENZINGA,"TD Cowen Upgrades Merck & Co to Outperform, Raises Price Target to $135",2024-01-04,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36485990/td-cowen-upgrades-merck-co-to-outperform-raises-price-target-to-135,TD Cowen  analyst Steve Scala   upgrades Merck &amp; Co (NYSE:MRK) from Market Perform to Outperform and raises the price target from $125 to $135.
BENZINGA,AMD To Rally Over 25%? Here Are 10 Top Analyst Forecasts For Thursday,2024-01-04,Avi Kapoor,https://www.benzinga.com/news/24/01/36487444/amd-to-rally-over-25-here-are-10-top-analyst-forecasts-for-thursday,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page."
BENZINGA,10 Health Care Stocks Whale Activity In Today's Session,2024-01-04,Benzinga Insights,https://www.benzinga.com/markets/options/24/01/36495600/10-health-care-stocks-whale-activity-in-todays-session, 
BENZINGA,Looking At Amgen's Recent Unusual Options Activity,2024-01-05,Benzinga Insights,https://www.benzinga.com/markets/options/24/01/36516275/looking-at-amgens-recent-unusual-options-activity, 
BENZINGA,"5 Biggest Winners, 5 Biggest Losers From Dow Jones Industrial Average In 2023",2024-01-02,Chris Katje,https://www.benzinga.com/news/24/01/36455419/5-biggest-winners-5-biggest-losers-from-dow-jones-industrial-average-in-2023,A look back at the best performing and worst performing Dow Jones Industrial Average stocks in 2023.
BENZINGA,"Dogs Of The Dow: Top 10 Highest Yielding Dow Jones Stocks, How To Get Dividends Of 3% to 7.4% In 2024",2024-01-02,Chris Katje,https://www.benzinga.com/etfs/broad-u-s-equity-etfs/24/01/36456956/dogs-of-the-dow-top-10-highest-yielding-dow-jones-stocks-how-to-get-dividends-of-3-to-,Twenty eight of the 30 Dow Jones Industrial Average components pay out dividends. A look at the top ten highest dividend yields.
BENZINGA,"Raymond James Maintains Outperform on Johnson & Johnson, Raises Price Target to $175",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36473391/raymond-james-maintains-outperform-on-johnson-johnson-raises-price-target-to-175,Raymond James  analyst Jayson Bedford   maintains Johnson &amp; Johnson (NYSE:JNJ) with a Outperform and raises the price target from $172 to $175.
BENZINGA,"CNBC Halftime Report Final Trades: McDonald's, Merck",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36475137/cnbc-halftime-report-final-trades-mcdonalds-merck,"CNBC Halftime Report Final Trades: McDonald's, Merck"
BENZINGA,"TD Cowen Upgrades Merck & Co to Outperform, Raises Price Target to $135",2024-01-04,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36485990/td-cowen-upgrades-merck-co-to-outperform-raises-price-target-to-135,TD Cowen  analyst Steve Scala   upgrades Merck &amp; Co (NYSE:MRK) from Market Perform to Outperform and raises the price target from $125 to $135.
BENZINGA,"5 Biggest Winners, 5 Biggest Losers From Dow Jones Industrial Average In 2023",2024-01-02,Chris Katje,https://www.benzinga.com/news/24/01/36455419/5-biggest-winners-5-biggest-losers-from-dow-jones-industrial-average-in-2023,A look back at the best performing and worst performing Dow Jones Industrial Average stocks in 2023.
BENZINGA,"Dogs Of The Dow: Top 10 Highest Yielding Dow Jones Stocks, How To Get Dividends Of 3% to 7.4% In 2024",2024-01-02,Chris Katje,https://www.benzinga.com/etfs/broad-u-s-equity-etfs/24/01/36456956/dogs-of-the-dow-top-10-highest-yielding-dow-jones-stocks-how-to-get-dividends-of-3-to-,Twenty eight of the 30 Dow Jones Industrial Average components pay out dividends. A look at the top ten highest dividend yields.
BENZINGA,"Raymond James Maintains Outperform on Johnson & Johnson, Raises Price Target to $175",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36473391/raymond-james-maintains-outperform-on-johnson-johnson-raises-price-target-to-175,Raymond James  analyst Jayson Bedford   maintains Johnson &amp; Johnson (NYSE:JNJ) with a Outperform and raises the price target from $172 to $175.
BENZINGA,"CNBC Halftime Report Final Trades: McDonald's, Merck",2024-01-03,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36475137/cnbc-halftime-report-final-trades-mcdonalds-merck,"CNBC Halftime Report Final Trades: McDonald's, Merck"
BENZINGA,"TD Cowen Upgrades Merck & Co to Outperform, Raises Price Target to $135",2024-01-04,Benzinga Newsdesk,https://www.benzinga.com/news/24/01/36485990/td-cowen-upgrades-merck-co-to-outperform-raises-price-target-to-135,TD Cowen  analyst Steve Scala   upgrades Merck &amp; Co (NYSE:MRK) from Market Perform to Outperform and raises the price target from $125 to $135.
